Image,Letter,Landmarks 
000453.png,A,"0.7396302223205566,0.6130776405334473,-1.0912807510976563e-06,0.6958545446395874,0.4749697744846344,-0.025048131123185158,0.6011603474617004,0.380702406167984,-0.030141279101371765,0.5215081572532654,0.3537672162055969,-0.03599024564027786,0.45507270097732544,0.3401777744293213,-0.03818406164646149,0.49330636858940125,0.4263034462928772,0.010067168623209,0.48093873262405396,0.3795624375343323,-0.024658728390932083,0.5464256405830383,0.4170374870300293,-0.053349681198596954,0.602858304977417,0.45769035816192627,-0.06734340637922287,0.4669061303138733,0.49795767664909363,0.010794446803629398,0.4874024987220764,0.4580422639846802,-0.027964413166046143,0.5671292543411255,0.49723976850509644,-0.04943312332034111,0.6282655596733093,0.5265451669692993,-0.053711969405412674,0.4604897201061249,0.5700172781944275,0.00477633299306035,0.4889049232006073,0.5367451310157776,-0.03233364224433899,0.5681995153427124,0.5605138540267944,-0.03851858898997307,0.6296200156211853,0.5807548761367798,-0.030999550595879555,0.46792227029800415,0.6383583545684814,-0.004275164101272821,0.4966137409210205,0.6099920868873596,-0.027932792901992798,0.5636730194091797,0.6149085760116577,-0.02825750783085823,0.6107885241508484,0.6211411356925964,-0.019391672685742378"
000454.png,A,"0.737227737903595,0.47380098700523376,-2.635074167756102e-07,0.6767358779907227,0.37299564480781555,-0.034830059856176376,0.5580938458442688,0.33427542448043823,-0.04408934712409973,0.4684499502182007,0.35797083377838135,-0.05199454724788666,0.40308088064193726,0.37215501070022583,-0.05315842106938362,0.4659268856048584,0.4201521575450897,-0.015184551477432251,0.45206624269485474,0.40808600187301636,-0.06283695250749588,0.5262088775634766,0.4087345600128174,-0.08883363753557205,0.5825073719024658,0.40426501631736755,-0.09683948010206223,0.47018447518348694,0.5070661902427673,-0.011737235821783543,0.4837161600589752,0.48888349533081055,-0.06348635256290436,0.5597081780433655,0.46575549244880676,-0.07671251147985458,0.6160938739776611,0.4450005888938904,-0.07270927727222443,0.4915838837623596,0.5814186334609985,-0.016476644203066826,0.5198678374290466,0.5597279667854309,-0.06420005857944489,0.5921501517295837,0.5235805511474609,-0.06171867251396179,0.6428155303001404,0.4959758520126343,-0.04645974934101105,0.5251710414886475,0.639202892780304,-0.025189414620399475,0.5517556071281433,0.6109181642532349,-0.05738868936896324,0.6075637340545654,0.576905369758606,-0.05875316262245178,0.6434280872344971,0.5480784773826599,-0.04945092648267746"
000455.png,A,"0.7300252914428711,0.4726620018482208,-5.964212732578744e-07,0.6728255748748779,0.38662803173065186,-0.05512704700231552,0.5748353600502014,0.3467686176300049,-0.0760495662689209,0.4916578531265259,0.3646244406700134,-0.09096664190292358,0.42249107360839844,0.3786471486091614,-0.10001163184642792,0.48133957386016846,0.41399648785591125,-0.04004090279340744,0.46759501099586487,0.4426722228527069,-0.10288434475660324,0.5417032241821289,0.4432801902294159,-0.1391126662492752,0.5979770421981812,0.43596452474594116,-0.15170292556285858,0.48682689666748047,0.4967234134674072,-0.02762274071574211,0.4884790778160095,0.52290940284729,-0.09911787509918213,0.5711941719055176,0.5052608847618103,-0.1186932846903801,0.6316614747047424,0.4782043397426605,-0.11284395307302475,0.5051419734954834,0.565460741519928,-0.024862952530384064,0.519759476184845,0.5942780375480652,-0.09002174437046051,0.598061740398407,0.5577620267868042,-0.0875847339630127,0.6502293348312378,0.5177557468414307,-0.06617311388254166,0.5336645245552063,0.6234695911407471,-0.026833336800336838,0.5577103495597839,0.6408144235610962,-0.07482942193746567,0.618328332901001,0.6054773926734924,-0.07794313132762909,0.6520408987998962,0.5655690431594849,-0.06429620832204819"
000456.png,A,"0.7000300884246826,0.670988917350769,-9.294092819800426e-07,0.6900843977928162,0.5350255966186523,-0.04243917018175125,0.6150291562080383,0.4190102815628052,-0.056642696261405945,0.545551598072052,0.36494988203048706,-0.06616736948490143,0.4906339645385742,0.336279958486557,-0.07167430967092514,0.4924876093864441,0.4364634156227112,-0.024576060473918915,0.5085772275924683,0.38742807507514954,-0.06664972007274628,0.5712544918060303,0.4388461410999298,-0.09761755913496017,0.6138617992401123,0.4896036982536316,-0.11392931640148163,0.4596679210662842,0.5014356374740601,-0.017170056700706482,0.49930712580680847,0.4667825698852539,-0.06117352470755577,0.5741495490074158,0.5230060815811157,-0.08096536993980408,0.6215751767158508,0.5640093684196472,-0.08590752631425858,0.4501790404319763,0.5687270164489746,-0.016768280416727066,0.49393710494041443,0.5447022914886475,-0.05967742204666138,0.5656611919403076,0.5867992639541626,-0.06599608808755875,0.6123932003974915,0.6214256286621094,-0.06008535996079445,0.4553559124469757,0.6351313591003418,-0.020234284922480583,0.496395468711853,0.619975209236145,-0.04916425794363022,0.5599067211151123,0.6422570943832397,-0.051920294761657715,0.5961724519729614,0.660801351070404,-0.04588316008448601"
000457.png,A,"0.7060613036155701,0.5900592803955078,-3.8216256825762684e-07,0.6833505630493164,0.47087961435317993,-0.02668016403913498,0.5955733060836792,0.3720124661922455,-0.028600294142961502,0.5106052160263062,0.3400346636772156,-0.031361740082502365,0.4425069987773895,0.3391394317150116,-0.03096446394920349,0.4923350214958191,0.42394718527793884,0.006644960027188063,0.4638855457305908,0.3936334252357483,-0.03374209627509117,0.5260664820671082,0.4281585216522217,-0.059383995831012726,0.5824243426322937,0.4551904499530792,-0.0672212690114975,0.47784897685050964,0.5004921555519104,0.008205080404877663,0.46022820472717285,0.4785410761833191,-0.038805462419986725,0.5392565131187439,0.5034024119377136,-0.054407164454460144,0.6045114994049072,0.5168468952178955,-0.04957977682352066,0.4782275855541229,0.576038658618927,0.00225540017709136,0.47028952836990356,0.5596252679824829,-0.046815983951091766,0.5560092926025391,0.5740959644317627,-0.04399671033024788,0.618332028388977,0.5797244906425476,-0.0251584742218256,0.4902893304824829,0.6488887667655945,-0.005730693228542805,0.49003711342811584,0.638155996799469,-0.04326406493782997,0.5581692457199097,0.6392789483070374,-0.041087280958890915,0.6062975525856018,0.6321901679039001,-0.026045193895697594"
000458.png,A,"0.6833404302597046,0.6893109679222107,-7.971651712068706e-07,0.6859171986579895,0.5722239017486572,-0.05361980199813843,0.6310843229293823,0.44963330030441284,-0.07283450663089752,0.5606622695922852,0.3857242465019226,-0.0846426710486412,0.49853262305259705,0.3438347578048706,-0.09157523512840271,0.514873743057251,0.4235258102416992,-0.031921565532684326,0.5018150806427002,0.4431261718273163,-0.07458410412073135,0.5513795614242554,0.4992707669734955,-0.10347594320774078,0.5936434268951416,0.5392531752586365,-0.11611799150705338,0.4721607565879822,0.4863593280315399,-0.017221158370375633,0.4779077470302582,0.5180588364601135,-0.06132799759507179,0.5460925698280334,0.5718965530395508,-0.07751216739416122,0.6012904047966003,0.5999051928520203,-0.07722470164299011,0.45132043957710266,0.5550428032875061,-0.010588910430669785,0.46849963068962097,0.590396523475647,-0.05198688060045242,0.5328053832054138,0.62973552942276,-0.053116459399461746,0.5852794647216797,0.650462806224823,-0.041518256068229675,0.4443700611591339,0.6235156059265137,-0.008997994475066662,0.463564395904541,0.6566585302352905,-0.03941364586353302,0.5190880298614502,0.680275022983551,-0.04105905815958977,0.5586926341056824,0.6872414946556091,-0.031250882893800735"
000459.png,A,"0.7001992464065552,0.6429621577262878,-4.082375255620718e-07,0.6889141798019409,0.5238796472549438,-0.04096273332834244,0.6184240579605103,0.4166111648082733,-0.05306956544518471,0.5404201745986938,0.36676013469696045,-0.062126949429512024,0.47601285576820374,0.3278505206108093,-0.06619103252887726,0.5079233646392822,0.4110662341117859,-0.01245435792952776,0.49752873182296753,0.4056755304336548,-0.06411551684141159,0.5532597303390503,0.4503413438796997,-0.09643586724996567,0.6002640128135681,0.4848632216453552,-0.10741224139928818,0.47588005661964417,0.4806518852710724,-0.00485307676717639,0.48352086544036865,0.48778194189071655,-0.05979384109377861,0.5548644661903381,0.5283951163291931,-0.07771415263414383,0.6113445162773132,0.5539624691009521,-0.07418523728847504,0.46336308121681213,0.5558257699012756,-0.006119960453361273,0.4765031039714813,0.5690750479698181,-0.06098628044128418,0.5565583109855652,0.6000227332115173,-0.05894636735320091,0.6144685745239258,0.6144433617591858,-0.04014500975608826,0.46548008918762207,0.6322928667068481,-0.010893162339925766,0.479736864566803,0.6461067795753479,-0.05353245511651039,0.5461267232894897,0.6640190482139587,-0.054245203733444214,0.592796266078949,0.6644276976585388,-0.039829861372709274"
000460.png,A,"0.730162501335144,0.515649139881134,-9.169274051146203e-08,0.6794815063476562,0.4023038148880005,-0.029473505914211273,0.5722594261169434,0.34610798954963684,-0.03813829645514488,0.4877471327781677,0.34968864917755127,-0.04719403386116028,0.4239763915538788,0.36859041452407837,-0.05088549852371216,0.4744977653026581,0.41976040601730347,-0.01268070749938488,0.46738573908805847,0.40309858322143555,-0.06455919146537781,0.5368317365646362,0.40623149275779724,-0.09555064886808395,0.5875964760780334,0.4086087644100189,-0.10709970444440842,0.47107452154159546,0.5018675923347473,-0.014541057869791985,0.4872281551361084,0.4825366735458374,-0.06968562304973602,0.5667101740837097,0.46709954738616943,-0.08779922127723694,0.6215386390686035,0.4575038552284241,-0.08749037235975266,0.49051564931869507,0.5767698884010315,-0.023914245888590813,0.5152840614318848,0.5622377991676331,-0.07814564555883408,0.5956644415855408,0.5313194990158081,-0.07865477353334427,0.6497226357460022,0.5093324184417725,-0.06417211145162582,0.5233169198036194,0.640741229057312,-0.036198969930410385,0.5494747757911682,0.6249857544898987,-0.07392163574695587,0.6067299246788025,0.5935823917388916,-0.07640904933214188,0.6453272700309753,0.5640472769737244,-0.06717323511838913"
000461.png,A,"0.7109740376472473,0.6679503321647644,-8.027809030863864e-07,0.6941995024681091,0.5448775291442871,-0.05278797447681427,0.6257456541061401,0.4244452714920044,-0.07428494840860367,0.5463012456893921,0.36551666259765625,-0.08902239054441452,0.4806186854839325,0.3383280634880066,-0.09803848713636398,0.5064104795455933,0.4139518141746521,-0.027621714398264885,0.48353633284568787,0.41205501556396484,-0.07225684821605682,0.5456136465072632,0.46498343348503113,-0.1019640788435936,0.5984843969345093,0.5079041123390198,-0.11382820457220078,0.4727210998535156,0.4887184798717499,-0.013070527464151382,0.47993478178977966,0.4956182539463043,-0.057787343859672546,0.5611361265182495,0.5397546887397766,-0.07421981543302536,0.615347683429718,0.5664134621620178,-0.07430585473775864,0.46113258600234985,0.5642445683479309,-0.006949912291020155,0.47292250394821167,0.5661830306053162,-0.04788011685013771,0.5500960350036621,0.597936749458313,-0.044488489627838135,0.6065468788146973,0.619287371635437,-0.030116338282823563,0.4632330536842346,0.6375453472137451,-0.005726936738938093,0.48000961542129517,0.6407272219657898,-0.03175273910164833,0.5441216826438904,0.6577812433242798,-0.02740490809082985,0.5857650637626648,0.6646576523780823,-0.01375849824398756"
000462.png,A,"0.7148095369338989,0.6215832233428955,-4.7259359803319967e-07,0.6898162364959717,0.49501991271972656,-0.03128109127283096,0.6142832636833191,0.39849433302879333,-0.03939661756157875,0.5360974073410034,0.36585772037506104,-0.04711988940834999,0.47794246673583984,0.338275283575058,-0.04951579496264458,0.5015069842338562,0.41905441880226135,-0.0010546523844823241,0.49292418360710144,0.3739445209503174,-0.044967569410800934,0.5555058121681213,0.41518130898475647,-0.07152220606803894,0.6107673048973083,0.4579228460788727,-0.07930046319961548,0.47397926449775696,0.4922613501548767,0.0031117801554501057,0.48586469888687134,0.4560050964355469,-0.04817407205700874,0.5644304752349854,0.49776285886764526,-0.06418900191783905,0.6280508041381836,0.5331220626831055,-0.05864755064249039,0.466107040643692,0.5659302473068237,-0.0005040536052547395,0.4848116636276245,0.5390070080757141,-0.048530347645282745,0.5631781816482544,0.5676401257514954,-0.04621903970837593,0.6235959529876709,0.5917455554008484,-0.0275169275701046,0.4730985462665558,0.6394060850143433,-0.007234700955450535,0.49600404500961304,0.6180893778800964,-0.041912514716386795,0.5570485591888428,0.6272270083427429,-0.041282717138528824,0.5993761420249939,0.6330029368400574,-0.027190804481506348"
000463.png,A,"0.7203795909881592,0.5130454897880554,-2.2378755204499612e-07,0.6687690615653992,0.3965056240558624,-0.030215678736567497,0.5615173578262329,0.33666345477104187,-0.033652182668447495,0.4753381311893463,0.35083669424057007,-0.039009418338537216,0.4131357669830322,0.36246341466903687,-0.03690653294324875,0.482848584651947,0.41283178329467773,0.00947900302708149,0.4281531572341919,0.4102438688278198,-0.05061161145567894,0.5019881725311279,0.41525453329086304,-0.08263539522886276,0.5548065900802612,0.4163372814655304,-0.09025488048791885,0.4876154661178589,0.4983852505683899,0.008018267340958118,0.44136035442352295,0.4962565004825592,-0.06396309286355972,0.5312772989273071,0.479754239320755,-0.08708682656288147,0.5851399898529053,0.46854934096336365,-0.08177889883518219,0.502183735370636,0.5723364949226379,-0.003568021347746253,0.4673239588737488,0.5691661834716797,-0.07594311982393265,0.5589707493782043,0.5430843234062195,-0.07218749821186066,0.6089107394218445,0.5296842455863953,-0.04575701430439949,0.5235323905944824,0.6460587978363037,-0.01726381480693817,0.49278128147125244,0.6289330124855042,-0.0650138109922409,0.5565242767333984,0.6069546937942505,-0.05992265045642853,0.5959451794624329,0.5947278141975403,-0.03969011828303337"
000464.png,A,"0.6859937906265259,0.6506972312927246,-1.0536846275499556e-06,0.6759635806083679,0.5304856896400452,-0.041492026299238205,0.6170399188995361,0.42196476459503174,-0.06142643094062805,0.5586144328117371,0.36408716440200806,-0.07771974802017212,0.5074613690376282,0.3258945345878601,-0.09080943465232849,0.5024763345718384,0.4075400233268738,-0.04221391677856445,0.556526243686676,0.4014931917190552,-0.09034081548452377,0.6087628602981567,0.4641385078430176,-0.12593364715576172,0.6378750801086426,0.5158553719520569,-0.145620658993721,0.4671472907066345,0.4800203740596771,-0.03618723899126053,0.5492070913314819,0.4916277825832367,-0.07490914314985275,0.599858820438385,0.5444830060005188,-0.09364496171474457,0.62628573179245,0.578640341758728,-0.10361500829458237,0.45581233501434326,0.5533837676048279,-0.0357324481010437,0.543347179889679,0.5735622644424438,-0.06946607679128647,0.5944645404815674,0.6034444570541382,-0.07367389649152756,0.6186304688453674,0.62022864818573,-0.07255654782056808,0.4602319896221161,0.6298425197601318,-0.0404927022755146,0.5357607007026672,0.6446012258529663,-0.06306709349155426,0.5859896540641785,0.656120777130127,-0.06575527787208557,0.6092494130134583,0.6611404418945312,-0.06294813752174377"
000465.png,A,"0.7210800647735596,0.5575932860374451,-2.90643413336511e-07,0.6871891617774963,0.45867791771888733,-0.03573781996965408,0.5953875780105591,0.373165488243103,-0.04628872498869896,0.5113838911056519,0.3513110280036926,-0.05431090667843819,0.44409868121147156,0.35587549209594727,-0.05712733790278435,0.48758628964424133,0.42374280095100403,-0.021588630974292755,0.46947869658470154,0.41737625002861023,-0.06754953414201736,0.5398159027099609,0.44085028767585754,-0.09337638318538666,0.5951733589172363,0.45794016122817993,-0.10226229578256607,0.47707200050354004,0.5057036876678467,-0.0193508118391037,0.473268061876297,0.5094725489616394,-0.07394873350858688,0.558708667755127,0.5130649209022522,-0.09007054567337036,0.6208674907684326,0.5137173533439636,-0.08674491941928864,0.48774033784866333,0.5797401666641235,-0.023789534345269203,0.488416463136673,0.5916111469268799,-0.07661132514476776,0.5737388134002686,0.57840496301651,-0.07363691926002502,0.6323511600494385,0.5668976306915283,-0.056505534797906876,0.5137571692466736,0.6455610990524292,-0.03120351769030094,0.5196706056594849,0.6530267000198364,-0.07082180678844452,0.5805824995040894,0.635921835899353,-0.07078826427459717,0.6215347051620483,0.6148425340652466,-0.05859600007534027"
